original r_id,species_index,reaction_index,source,target,directed_stoichiometric_value
R348,106,370,R370,MGLY,0.3
R349,74,371,UALP,R371,-1.0
R349,122,371,NO3,R371,-1.0
R349,187,371,R371,HO2,1.0
R349,56,371,R371,NO2,1.0
R349,97,371,R371,CO,0.61
R349,90,371,R371,HCHO,0.03
R349,190,371,R371,ALD,0.27
R349,188,371,R371,KET,0.7
R349,183,371,R371,GLY,0.18
R349,106,371,R371,MGLY,0.21
R350,91,372,BALP,R372,-1.0
R350,122,372,NO3,R372,-1.0
R350,89,372,R372,BAL1,1.0
R350,56,372,R372,NO2,1.0
R350,207,372,R372,CO2,1.0
R351,89,373,BAL1,R373,-1.0
R351,122,373,NO3,R373,-1.0
R351,129,373,R373,BAL2,1.0
R351,56,373,R373,NO2,1.0
R352,200,374,ADDC,R374,-1.0
R352,122,374,NO3,R374,-1.0
R352,187,374,R374,HO2,1.0
R352,56,374,R374,NO2,1.0
R352,57,374,R374,HKET,0.32
R352,183,374,R374,GLY,0.68
R352,124,374,R374,OP2,0.68
R353,179,375,MCTP,R375,-1.0
R353,122,375,NO3,R375,-1.0
R353,56,375,R375,NO2,1.0
R353,217,375,R375,MCTO,1.0
R354,20,376,ORAP,R376,-1.0
R354,122,376,NO3,R376,-1.0
R354,56,376,R376,NO2,1.0
R354,183,376,R376,GLY,1.0
R354,187,376,R376,HO2,1.0
R355,80,377,OLNN,R377,-1.0
R355,122,377,NO3,R377,-1.0
R355,187,377,R377,HO2,1.0
R355,56,377,R377,NO2,1.0
R355,203,377,R377,ONIT,1.0
R356,125,378,OLND,R378,-1.0
R356,122,378,NO3,R378,-1.0
R356,56,378,R378,NO2,2.0
R356,90,378,R378,HCHO,0.287
R356,190,378,R378,ALD,1.24
R356,188,378,R378,KET,0.464
R357,105,379,ADCN,R379,-1.0
R357,122,379,NO3,R379,-1.0
R357,56,379,R379,NO2,2.0
R357,183,379,R379,GLY,1.0
R357,124,379,R379,OP2,1.0
R358,80,380,OLNN,R380,-1.0
R358,80,380,OLNN,R380,-1.0
R358,187,380,R380,HO2,1.0
R358,203,380,R380,ONIT,2.0
R359,80,381,OLNN,R381,-1.0
R359,125,381,OLND,R381,-1.0
R359,187,381,R381,HO2,0.5
R359,56,381,R381,NO2,0.5
R359,90,381,R381,HCHO,0.202
R359,190,381,R381,ALD,0.64
R359,188,381,R381,KET,0.149
R359,203,381,R381,ONIT,1.5
R360,125,382,OLND,R382,-1.0
R360,125,382,OLND,R382,-1.0
R360,56,382,R382,NO2,1.0
R360,90,382,R382,HCHO,0.504
R360,190,382,R382,ALD,1.21
R360,188,382,R382,KET,0.285
R360,203,382,R382,ONIT,1.0
R361,110,383,XO2,R383,-1.0
R361,122,383,NO3,R383,-1.0
R361,56,383,R383,NO2,1.0
R362,110,384,XO2,R384,-1.0
R362,173,384,RCO3,R384,-1.0
R362,32,384,R384,ETHP,1.0
R362,207,384,R384,CO2,1.0
R363,110,385,XO2,R385,-1.0
R363,110,385,XO2,R385,-1.0
R363,1,385,R385,,1.0
TRP41,161,386,APIP2,R386,-1.0
TRP41,18,386,APIP1,R386,-1.0
TRP41,135,386,R386,VHOM,0.96
TRP41,140,386,R386,ROH,0.48
TRP41,154,386,R386,PINAL,0.48
TRP41,182,386,R386,HO,0.48
TRP41,187,386,R386,HO2,0.48
TRP41,88,386,R386,VELHOM,0.04
TRP42,161,387,APIP2,R387,-1.0
TRP42,34,387,LIMP1,R387,-1.0
TRP42,135,387,R387,VHOM,0.96
TRP42,140,387,R387,ROH,0.48
TRP42,171,387,R387,LIMAL,0.48
TRP42,182,387,R387,HO,0.48
TRP42,187,387,R387,HO2,0.48
TRP42,88,387,R387,VELHOM,0.04
TRP43,161,388,APIP2,R388,-1.0
TRP43,11,388,ISOP,R388,-1.0
TRP43,135,388,R388,VHOM,0.96
TRP43,140,388,R388,ROH,0.48
TRP43,90,388,R388,HCHO,0.48
TRP43,113,388,R388,MVK,0.48
TRP43,182,388,R388,HO,0.48
TRP43,187,388,R388,HO2,0.48
TRP43,88,388,R388,VELHOM,0.04
TRP44,103,389,LIMP2,R389,-1.0
TRP44,18,389,APIP1,R389,-1.0
TRP44,135,389,R389,VHOM,0.96
TRP44,140,389,R389,ROH,0.48
TRP44,154,389,R389,PINAL,0.48
TRP44,182,389,R389,HO,0.48
TRP44,187,389,R389,HO2,0.48
TRP44,88,389,R389,VELHOM,0.04
TRP45,103,390,LIMP2,R390,-1.0
TRP45,34,390,LIMP1,R390,-1.0
TRP45,135,390,R390,VHOM,0.96
TRP45,140,390,R390,ROH,0.48
TRP45,171,390,R390,LIMAL,0.48
TRP45,182,390,R390,HO,0.48
TRP45,187,390,R390,HO2,0.48
TRP45,88,390,R390,VELHOM,0.04
TRP46,103,391,LIMP2,R391,-1.0
TRP46,11,391,ISOP,R391,-1.0
TRP46,135,391,R391,VHOM,0.96
TRP46,140,391,R391,ROH,0.48
TRP46,90,391,R391,HCHO,0.48
TRP46,113,391,R391,MVK,0.48
TRP46,182,391,R391,HO,0.48
TRP46,187,391,R391,HO2,0.48
TRP46,88,391,R391,VELHOM,0.04
TRP47,178,392,APINP2,R392,-1.0
TRP47,18,392,APIP1,R392,-1.0
TRP47,135,392,R392,VHOM,0.96
TRP47,140,392,R392,ROH,0.48
TRP47,154,392,R392,PINAL,0.48
TRP47,56,392,R392,NO2,0.48
TRP47,187,392,R392,HO2,0.48
TRP47,88,392,R392,VELHOM,0.04
TRP48,178,393,APINP2,R393,-1.0
TRP48,34,393,LIMP1,R393,-1.0
TRP48,135,393,R393,VHOM,0.96
TRP48,140,393,R393,ROH,0.48
TRP48,171,393,R393,LIMAL,0.48
TRP48,56,393,R393,NO2,0.48
TRP48,187,393,R393,HO2,0.48
TRP48,88,393,R393,VELHOM,0.04
TRP49,178,394,APINP2,R394,-1.0
TRP49,11,394,ISOP,R394,-1.0
TRP49,135,394,R394,VHOM,0.96
TRP49,140,394,R394,ROH,0.48
TRP49,90,394,R394,HCHO,0.48
TRP49,113,394,R394,MVK,0.48
TRP49,56,394,R394,NO2,0.48
TRP49,187,394,R394,HO2,0.48
TRP49,88,394,R394,VELHOM,0.04
TRP50,54,395,LIMNP2,R395,-1.0
TRP50,18,395,APIP1,R395,-1.0
TRP50,135,395,R395,VHOM,0.96
TRP50,140,395,R395,ROH,0.48
TRP50,154,395,R395,PINAL,0.48
TRP50,56,395,R395,NO2,0.48
TRP50,187,395,R395,HO2,0.48
TRP50,88,395,R395,VELHOM,0.04
TRP51,54,396,LIMNP2,R396,-1.0
TRP51,34,396,LIMP1,R396,-1.0
TRP51,135,396,R396,VHOM,0.96
TRP51,140,396,R396,ROH,0.48
TRP51,171,396,R396,LIMAL,0.48
TRP51,56,396,R396,NO2,0.48
TRP51,187,396,R396,HO2,0.48
TRP51,88,396,R396,VELHOM,0.04
TRP52,54,397,LIMNP2,R397,-1.0
TRP52,11,397,ISOP,R397,-1.0
TRP52,135,397,R397,VHOM,0.96
TRP52,140,397,R397,ROH,0.48
TRP52,90,397,R397,HCHO,0.48
TRP52,113,397,R397,MVK,0.48
TRP52,56,397,R397,NO2,0.48
TRP52,187,397,R397,HO2,0.48
TRP52,88,397,R397,VELHOM,0.04
RAM17,189,398,IEPOX,R398,-1.0
RAM17,182,398,HO,R398,-1.0
RAM17,182,398,R398,HO,1.0
R001c,218,399,VROCIOXY,R399,-1.0
R001c,182,399,HO,R399,-1.0
R001c,32,399,R399,ETHP,0.852
R001c,52,399,R399,ASOATJ,0.149
R002c,2,400,SLOWROC,R400,-1.0
R002c,182,400,HO,R400,-1.0
R002c,32,400,R400,ETHP,1.0
R002c,52,400,R400,ASOATJ,0.00101
T17,31,401,ACRO,R401,-1.0
T17,182,401,HO,R401,-1.0
T17,82,401,R401,MACP,0.57
T17,170,401,R401,MCP,0.43
T18,31,402,ACRO,R402,-1.0
T18,209,402,O3,R402,-1.0
T18,97,402,R402,CO,0.84
T18,187,402,R402,HO2,0.56
T18,182,402,R402,HO,0.28
T18,90,402,R402,HCHO,0.72
T18,183,402,R402,GLY,0.62
T18,207,402,R402,CO2,0.2
T19,31,403,ACRO,R403,-1.0
T19,122,403,NO3,R403,-1.0
T19,90,403,R403,HCHO,0.68
T19,82,403,R403,MACP,0.32
T19,110,403,R403,XO2,0.68
T19,106,403,R403,MGLY,0.68
T19,165,403,R403,HNO3,0.32
T19,56,403,R403,NO2,0.68
T20,31,404,ACRO,R404,-1.0
T20,97,404,R404,CO,1.0
T20,187,404,R404,HO2,0.477
T20,13,404,R404,ETE,0.25
T20,30,404,R404,ACO3,0.354
T20,182,404,R404,HO,0.204
T20,90,404,R404,HCHO,0.15
T20,26,404,R404,MO2,0.027
T10,75,405,BDE13,R405,-1.0
T10,182,405,HO,R405,-1.0
T10,133,405,R405,BDE13P,0.667
T10,206,405,R405,UALD,0.333
T10,187,405,R405,HO2,0.333
T10a,133,406,BDE13P,R406,-1.0
T10a,204,406,NO,R406,-1.0
T10a,187,406,R406,HO2,0.968
T10a,56,406,R406,NO2,0.968
T10a,31,406,R406,ACRO,0.895
T10a,90,406,R406,HCHO,0.895
T10a,58,406,R406,FURAN,0.072
T10a,203,406,R406,ONIT,0.032
T10b,133,407,BDE13P,R407,-1.0
T10b,122,407,NO3,R407,-1.0
T10b,187,407,R407,HO2,1.0
T10b,56,407,R407,NO2,1.0
T10b,31,407,R407,ACRO,0.925
T10b,90,407,R407,HCHO,0.925
T10b,58,407,R407,FURAN,0.075
T10c,133,408,BDE13P,R408,-1.0
T10c,187,408,HO2,R408,-1.0
T10c,124,408,R408,OP2,1.0
T10d,133,409,BDE13P,R409,-1.0
T10d,26,409,MO2,R409,-1.0
T10d,224,409,R409,MOH,0.32
T10d,90,409,R409,HCHO,1.143
T10d,187,409,R409,HO2,0.87
T10d,31,409,R409,ACRO,0.463
T10d,14,409,R409,OLT,0.25
T10d,113,409,R409,MVK,0.231
T10d,58,409,R409,FURAN,0.037
T10d,206,409,R409,UALD,0.019
T10e,133,410,BDE13P,R410,-1.0
T10e,30,410,ACO3,R410,-1.0
T10e,26,410,R410,MO2,0.7
T10e,177,410,R410,ORA2,0.3
T10e,187,410,R410,HO2,0.8
T10e,31,410,R410,ACRO,0.74
T10e,90,410,R410,HCHO,0.74
T10e,113,410,R410,MVK,0.185
T10e,58,410,R410,FURAN,0.06
T10e,206,410,R410,UALD,0.015
T10e,207,410,R410,CO2,0.7
T11,75,411,BDE13,R411,-1.0
T11,209,411,O3,R411,-1.0
T11,31,411,R411,ACRO,0.62
T11,97,411,R411,CO,0.63
T11,187,411,R411,HO2,0.42
T11,182,411,R411,HO,0.08
T11,90,411,R411,HCHO,0.83
T11,13,411,R411,ETE,0.17
T12,75,412,BDE13,R412,-1.0
T12,122,412,NO3,R412,-1.0
T12,80,412,R412,OLNN,0.9
T12,125,412,R412,OLND,0.1
T12,31,412,R412,ACRO,0.9
R003c,58,413,FURAN,R413,-1.0
R003c,182,413,HO,R413,-1.0
R003c,127,413,R413,DCB1,0.49
R003c,187,413,R413,HO2,0.49
R003c,167,413,R413,FURANO2,0.51
R004c,167,414,FURANO2,R414,-1.0
R004c,204,414,NO,R414,-1.0
R004c,203,414,R414,ONIT,0.08
R004c,56,414,R414,NO2,0.92
R004c,180,414,R414,FURANONE,0.92
R004c,187,414,R414,HO2,0.75
R004c,26,414,R414,MO2,0.17
R005c,167,415,FURANO2,R415,-1.0
R005c,187,415,HO2,R415,-1.0
R005c,124,415,R415,OP2,0.6
R005c,180,415,R415,FURANONE,0.4
R005c,182,415,R415,HO,0.4
R005c,187,415,R415,HO2,0.32
R005c,26,415,R415,MO2,0.08
R006c,180,416,FURANONE,R416,-1.0
R006c,182,416,HO,R416,-1.0
R006c,188,416,R416,KET,0.65
R006c,183,416,R416,GLY,0.31
R006c,187,416,R416,HO2,0.66
R006c,26,416,R416,MO2,0.34
R006c,97,416,R416,CO,0.43
R006c,52,416,R416,ASOATJ,0.04
R007c,58,417,FURAN,R417,-1.0
R007c,209,417,O3,R417,-1.0
R007c,182,417,R417,HO,0.02
R007c,190,417,R417,ALD,1.0
R008c,58,418,FURAN,R418,-1.0
R008c,122,418,NO3,R418,-1.0
R008c,56,418,R418,NO2,1.0
R008c,127,418,R418,DCB1,0.8
R008c,115,418,R418,DCB3,0.2
R010c,21,419,PROG,R419,-1.0
R010c,182,419,HO,R419,-1.0
R010c,57,419,R419,HKET,0.613
R010c,190,419,R419,ALD,0.387
R010c,187,419,R419,HO2,1.0
R011c,76,420,SESQ,R420,-1.0
R011c,122,420,NO3,R420,-1.0
R011c,61,420,R420,SESQNRO2,1.0
R012c,61,421,SESQNRO2,R421,-1.0
R012c,187,421,HO2,R421,-1.0
R012c,134,421,R421,VROCP0OXY4,1.0
R013c,61,422,SESQNRO2,R422,-1.0
R013c,204,422,NO,R422,-1.0
R013c,49,422,R422,VROCP3OXY2,1.0
R013c,56,422,R422,NO2,2.0
R014c,61,423,SESQNRO2,R423,-1.0
R014c,122,423,NO3,R423,-1.0
R014c,49,423,R423,VROCP3OXY2,1.0
R014c,56,423,R423,NO2,2.0
R015c,76,424,SESQ,R424,-1.0
R015c,209,424,O3,R424,-1.0
R015c,49,424,R424,VROCP3OXY2,0.982
R015c,95,424,R424,VROCN2OXY2,0.018
R016c,76,425,SESQ,R425,-1.0
R016c,182,425,HO,R425,-1.0
R016c,60,425,R425,SESQRO2,1.0
R017c,60,426,SESQRO2,R426,-1.0
R017c,187,426,HO2,R426,-1.0
R017c,174,426,R426,VROCP0OXY2,1.0
R019c,60,427,SESQRO2,R427,-1.0
R019c,122,427,NO3,R427,-1.0
R019c,49,427,R427,VROCP3OXY2,1.0
R020c,60,428,SESQRO2,R428,-1.0
R020c,204,428,NO,R428,-1.0
R020c,195,428,R428,VROCP1OXY3,0.247
R020c,49,428,R428,VROCP3OXY2,0.753
R020c,56,428,R428,NO2,0.753
HET_GLY,183,429,GLY,R429,-1.0
HET_GLY,27,429,R429,AGLYOLIGJ,1.0
HET_MGLY,106,430,MGLY,R430,-1.0
HET_MGLY,27,430,R430,AGLYOLIGJ,1.0
HET_NO2,56,431,NO2,R431,-1.0
HET_NO2,63,431,R431,HONO,0.5
HET_NO2,165,431,R431,HNO3,0.5
HET_HO2,187,432,HO2,R432,-1.0
HET_HO2,1,432,R432,,1.0
HET_NO3,122,433,NO3,R433,-1.0
HET_NO3,165,433,R433,HNO3,1.0
HAL_Ozone,209,434,O3,R434,-1.0
HAL_Ozone,16,434,R434,%H,1.0
HET_IEPOX,189,435,IEPOX,R435,-1.0
HET_IEPOX,29,435,R435,IEPOXP,1.0
HET_ISO3TET,29,436,IEPOXP,R436,-1.0
HET_ISO3TET,70,436,R436,AISO3NOSJ,1.0
HET_IEPOXOS,29,437,IEPOXP,R437,-1.0
HET_IEPOXOS,59,437,ASO4J,R437,-1.0
HET_IEPOXOS,53,437,R437,AISO3OSJ,1.0
HET_IPX,102,438,IPX,R438,-1.0
HET_IPX,223,438,R438,AISO4J,1.0
HET_INALD,226,439,INALD,R439,-1.0
HET_INALD,184,439,R439,AISO5J,1.0
HET_INALD,165,439,R439,HNO3,1.0
ROCALK1c,158,440,VROCP6ALK,R440,-1.0
ROCALK1c,182,440,HO,R440,-1.0
ROCALK1c,62,440,R440,VROCP6ALKP,1.0
ROCALK2c,99,441,VROCP5ALK,R441,-1.0
ROCALK2c,182,441,HO,R441,-1.0
ROCALK2c,3,441,R441,VROCP5ALKP,1.0
ROCALK3c,64,442,VROCP4ALK,R442,-1.0
ROCALK3c,182,442,HO,R442,-1.0
ROCALK3c,81,442,R442,VROCP4ALKP,1.0
ROCALK4c,38,443,VROCP3ALK,R443,-1.0
ROCALK4c,182,443,HO,R443,-1.0
ROCALK4c,83,443,R443,VROCP3ALKP,1.0
ROCALK5c,114,444,VROCP2ALK,R444,-1.0
ROCALK5c,182,444,HO,R444,-1.0
ROCALK5c,93,444,R444,VROCP2ALKP,1.0
ROCALK6c,22,445,VROCP1ALK,R445,-1.0
ROCALK6c,182,445,HO,R445,-1.0
ROCALK6c,6,445,R445,VROCP1ALKP,1.0
HC1001,172,446,HC10,R446,-1.0
HC1001,182,446,HO,R446,-1.0
HC1001,4,446,R446,HC10P,1.0
ROCALK7c,62,447,VROCP6ALKP,R447,-1.0
ROCALK7c,204,447,NO,R447,-1.0
ROCALK7c,132,447,R447,VROCP6ALKP2,0.72
ROCALK7c,25,447,R447,VROCP4OXY2,0.28
ROCALK7c,56,447,R447,NO2,0.72
ROCALK8c,3,448,VROCP5ALKP,R448,-1.0
ROCALK8c,204,448,NO,R448,-1.0
ROCALK8c,43,448,R448,VROCP5ALKP2,0.72
ROCALK8c,49,448,R448,VROCP3OXY2,0.28
ROCALK8c,56,448,R448,NO2,0.72
ROCALK9c,81,449,VROCP4ALKP,R449,-1.0
ROCALK9c,204,449,NO,R449,-1.0
ROCALK9c,55,449,R449,VROCP4ALKP2,0.72
ROCALK9c,100,449,R449,VROCP2OXY2,0.28
ROCALK9c,56,449,R449,NO2,0.72
ROCALK10c,83,450,VROCP3ALKP,R450,-1.0
ROCALK10c,204,450,NO,R450,-1.0
ROCALK10c,192,450,R450,VROCP3ALKP2,0.72
ROCALK10c,175,450,R450,VROCP1OXY1,0.28
ROCALK10c,56,450,R450,NO2,0.72
ROCALK11c,93,451,VROCP2ALKP,R451,-1.0
ROCALK11c,204,451,NO,R451,-1.0
ROCALK11c,86,451,R451,VROCP2ALKP2,0.72
ROCALK11c,174,451,R451,VROCP0OXY2,0.28
ROCALK11c,56,451,R451,NO2,0.72
ROCALK12c,6,452,VROCP1ALKP,R452,-1.0
ROCALK12c,204,452,NO,R452,-1.0
ROCALK12c,73,452,R452,VROCP1ALKP2,0.72
ROCALK12c,213,452,R452,VROCN1OXY1,0.28
ROCALK12c,56,452,R452,NO2,0.72
HC1002,4,453,HC10P,R453,-1.0
HC1002,204,453,NO,R453,-1.0
HC1002,39,453,R453,HC10P2,0.74
HC1002,203,453,R453,ONIT,0.26
HC1002,56,453,R453,NO2,0.74
ROCALK13c,62,454,VROCP6ALKP,R454,-1.0
ROCALK13c,122,454,NO3,R454,-1.0
ROCALK13c,132,454,R454,VROCP6ALKP2,1.0
ROCALK13c,56,454,R454,NO2,1.0
ROCALK14c,3,455,VROCP5ALKP,R455,-1.0
ROCALK14c,122,455,NO3,R455,-1.0
ROCALK14c,43,455,R455,VROCP5ALKP2,1.0
ROCALK14c,56,455,R455,NO2,1.0
ROCALK15c,81,456,VROCP4ALKP,R456,-1.0
ROCALK15c,122,456,NO3,R456,-1.0
ROCALK15c,55,456,R456,VROCP4ALKP2,1.0
ROCALK15c,56,456,R456,NO2,1.0
ROCALK16c,83,457,VROCP3ALKP,R457,-1.0
ROCALK16c,122,457,NO3,R457,-1.0
ROCALK16c,192,457,R457,VROCP3ALKP2,1.0
ROCALK16c,56,457,R457,NO2,1.0
ROCALK17c,93,458,VROCP2ALKP,R458,-1.0
ROCALK17c,122,458,NO3,R458,-1.0
ROCALK17c,86,458,R458,VROCP2ALKP2,1.0
ROCALK17c,56,458,R458,NO2,1.0
ROCALK18c,6,459,VROCP1ALKP,R459,-1.0
ROCALK18c,122,459,NO3,R459,-1.0
ROCALK18c,73,459,R459,VROCP1ALKP2,1.0
ROCALK18c,56,459,R459,NO2,1.0
HC1003,4,460,HC10P,R460,-1.0
HC1003,122,460,NO3,R460,-1.0
HC1003,39,460,R460,HC10P2,1.0
HC1003,56,460,R460,NO2,1.0
ROCALK19c,62,461,VROCP6ALKP,R461,-1.0
ROCALK19c,187,461,HO2,R461,-1.0
ROCALK19c,49,461,R461,VROCP3OXY2,1.0
ROCALK20c,3,462,VROCP5ALKP,R462,-1.0
ROCALK20c,187,462,HO2,R462,-1.0
ROCALK20c,100,462,R462,VROCP2OXY2,1.0
ROCALK21c,81,463,VROCP4ALKP,R463,-1.0
ROCALK21c,187,463,HO2,R463,-1.0
ROCALK21c,175,463,R463,VROCP1OXY1,1.0
ROCALK22c,83,464,VROCP3ALKP,R464,-1.0
ROCALK22c,187,464,HO2,R464,-1.0
ROCALK22c,174,464,R464,VROCP0OXY2,1.0
ROCALK23c,93,465,VROCP2ALKP,R465,-1.0
ROCALK23c,187,465,HO2,R465,-1.0
ROCALK23c,213,465,R465,VROCN1OXY1,1.0
ROCALK24c,6,466,VROCP1ALKP,R466,-1.0
ROCALK24c,187,466,HO2,R466,-1.0
ROCALK24c,95,466,R466,VROCN2OXY2,1.0
HC1004,4,467,HC10P,R467,-1.0
HC1004,187,467,HO2,R467,-1.0
HC1004,124,467,R467,OP2,1.0
ROCALK25c,132,468,VROCP6ALKP2,R468,-1.0
ROCALK25c,187,468,R468,HO2,1.0
ROCALK25c,49,468,R468,VROCP3OXY2,1.0
ROCALK26c,43,469,VROCP5ALKP2,R469,-1.0
ROCALK26c,187,469,R469,HO2,1.0
ROCALK26c,100,469,R469,VROCP2OXY2,1.0
ROCALK27c,55,470,VROCP4ALKP2,R470,-1.0
ROCALK27c,187,470,R470,HO2,1.0
ROCALK27c,175,470,R470,VROCP1OXY1,1.0
ROCALK28c,192,471,VROCP3ALKP2,R471,-1.0
ROCALK28c,187,471,R471,HO2,1.0
ROCALK28c,174,471,R471,VROCP0OXY2,1.0
ROCALK29c,86,472,VROCP2ALKP2,R472,-1.0
ROCALK29c,187,472,R472,HO2,1.0
ROCALK29c,213,472,R472,VROCN1OXY1,1.0
ROCALK30c,73,473,VROCP1ALKP2,R473,-1.0
ROCALK30c,187,473,R473,HO2,1.0
ROCALK30c,95,473,R473,VROCN2OXY2,1.0
HC1005,39,474,HC10P2,R474,-1.0
HC1005,187,474,R474,HO2,1.0
HC1005,25,474,R474,VROCP4OXY2,1.0
ROCALK31c,132,475,VROCP6ALKP2,R475,-1.0
ROCALK31c,204,475,NO,R475,-1.0
ROCALK31c,100,475,R475,VROCP2OXY2,0.14
ROCALK31c,56,475,R475,NO2,0.86
ROCALK31c,49,475,R475,VROCP3OXY2,0.86
ROCALK31c,187,475,R475,HO2,0.86
ROCALK32c,43,476,VROCP5ALKP2,R476,-1.0
ROCALK32c,204,476,NO,R476,-1.0
ROCALK32c,195,476,R476,VROCP1OXY3,0.14
ROCALK32c,56,476,R476,NO2,0.86
ROCALK32c,100,476,R476,VROCP2OXY2,0.86
ROCALK32c,187,476,R476,HO2,0.86
ROCALK33c,55,477,VROCP4ALKP2,R477,-1.0
ROCALK33c,204,477,NO,R477,-1.0
ROCALK33c,174,477,R477,VROCP0OXY2,0.14
ROCALK33c,56,477,R477,NO2,0.86
ROCALK33c,175,477,R477,VROCP1OXY1,0.86
ROCALK33c,187,477,R477,HO2,0.86
ROCALK34c,192,478,VROCP3ALKP2,R478,-1.0
ROCALK34c,204,478,NO,R478,-1.0
ROCALK34c,213,478,R478,VROCN1OXY1,0.14
ROCALK34c,56,478,R478,NO2,0.86
ROCALK34c,174,478,R478,VROCP0OXY2,0.86
ROCALK34c,187,478,R478,HO2,0.86
ROCALK35c,86,479,VROCP2ALKP2,R479,-1.0
ROCALK35c,204,479,NO,R479,-1.0
ROCALK35c,95,479,R479,VROCN2OXY2,0.14
ROCALK35c,56,479,R479,NO2,0.86
ROCALK35c,213,479,R479,VROCN1OXY1,0.86
ROCALK35c,187,479,R479,HO2,0.86
ROCALK36c,73,480,VROCP1ALKP2,R480,-1.0
ROCALK36c,204,480,NO,R480,-1.0
ROCALK36c,95,480,R480,VROCN2OXY2,1.0
ROCALK36c,56,480,R480,NO2,0.86
ROCALK36c,187,480,R480,HO2,0.86
HC1006,39,481,HC10P2,R481,-1.0
HC1006,204,481,NO,R481,-1.0
HC1006,203,481,R481,ONIT,0.12
HC1006,56,481,R481,NO2,0.88
HC1006,188,481,R481,KET,0.88
HC1006,187,481,R481,HO2,0.88
ROCALK37c,132,482,VROCP6ALKP2,R482,-1.0
ROCALK37c,122,482,NO3,R482,-1.0
ROCALK37c,56,482,R482,NO2,1.0
ROCALK37c,49,482,R482,VROCP3OXY2,1.0
ROCALK37c,187,482,R482,HO2,1.0
ROCALK38c,43,483,VROCP5ALKP2,R483,-1.0
ROCALK38c,122,483,NO3,R483,-1.0
ROCALK38c,56,483,R483,NO2,1.0
ROCALK38c,100,483,R483,VROCP2OXY2,1.0
ROCALK38c,187,483,R483,HO2,1.0
ROCALK39c,55,484,VROCP4ALKP2,R484,-1.0
ROCALK39c,122,484,NO3,R484,-1.0
ROCALK39c,56,484,R484,NO2,1.0
ROCALK39c,175,484,R484,VROCP1OXY1,1.0
ROCALK39c,187,484,R484,HO2,1.0
ROCALK40c,192,485,VROCP3ALKP2,R485,-1.0
ROCALK40c,122,485,NO3,R485,-1.0
ROCALK40c,56,485,R485,NO2,1.0
ROCALK40c,174,485,R485,VROCP0OXY2,1.0
ROCALK40c,187,485,R485,HO2,1.0
ROCALK41c,86,486,VROCP2ALKP2,R486,-1.0
ROCALK41c,122,486,NO3,R486,-1.0
ROCALK41c,56,486,R486,NO2,1.0
ROCALK41c,213,486,R486,VROCN1OXY1,1.0
ROCALK41c,187,486,R486,HO2,1.0
ROCALK42c,73,487,VROCP1ALKP2,R487,-1.0
ROCALK42c,122,487,NO3,R487,-1.0
ROCALK42c,56,487,R487,NO2,1.0
ROCALK42c,95,487,R487,VROCN2OXY2,1.0
ROCALK42c,187,487,R487,HO2,1.0
HC1007,39,488,HC10P2,R488,-1.0
HC1007,122,488,NO3,R488,-1.0
HC1007,56,488,R488,NO2,1.0
HC1007,188,488,R488,KET,1.0
HC1007,187,488,R488,HO2,1.0
ROCALK43c,132,489,VROCP6ALKP2,R489,-1.0
ROCALK43c,187,489,HO2,R489,-1.0
ROCALK43c,195,489,R489,VROCP1OXY3,1.0
ROCALK44c,43,490,VROCP5ALKP2,R490,-1.0
ROCALK44c,187,490,HO2,R490,-1.0
ROCALK44c,174,490,R490,VROCP0OXY2,1.0
ROCALK45c,55,491,VROCP4ALKP2,R491,-1.0
ROCALK45c,187,491,HO2,R491,-1.0
ROCALK45c,213,491,R491,VROCN1OXY1,1.0
ROCALK46c,192,492,VROCP3ALKP2,R492,-1.0
ROCALK46c,187,492,HO2,R492,-1.0
ROCALK46c,95,492,R492,VROCN2OXY2,1.0
ROCALK47c,86,493,VROCP2ALKP2,R493,-1.0
ROCALK47c,187,493,HO2,R493,-1.0
ROCALK47c,95,493,R493,VROCN2OXY2,1.0
ROCALK48c,73,494,VROCP1ALKP2,R494,-1.0
ROCALK48c,187,494,HO2,R494,-1.0
ROCALK48c,95,494,R494,VROCN2OXY2,1.0
HC1008,39,495,HC10P2,R495,-1.0
HC1008,187,495,HO2,R495,-1.0
HC1008,100,495,R495,VROCP2OXY2,1.0
ROCARO01,8,496,VROCP6ARO,R496,-1.0
ROCARO01,182,496,HO,R496,-1.0
ROCARO01,42,496,R496,VROCP6AROP,0.84
ROCARO01,187,496,R496,HO2,0.16
ROCARO01,25,496,R496,VROCP4OXY2,0.16
ROCARO02,42,497,VROCP6AROP,R497,-1.0
ROCARO02,187,497,HO2,R497,-1.0
ROCARO02,25,497,R497,VROCP4OXY2,0.0595
ROCARO02,195,497,R497,VROCP1OXY3,0.9048
ROCARO02,163,497,R497,VROCN2OXY4,0.0357
ROCARO03,42,498,VROCP6AROP,R498,-1.0
ROCARO03,204,498,NO,R498,-1.0
ROCARO03,25,498,R498,VROCP4OXY2,0.0001
ROCARO03,100,498,R498,VROCP2OXY2,0.0018
ROCARO03,220,498,R498,VROCN1OXY3,0.0001
ROCARO03,56,498,R498,NO2,0.998
ROCARO03,187,498,R498,HO2,0.998
ROCARO03,51,498,R498,BALD,0.0594
ROCARO03,183,498,R498,GLY,0.4693
ROCARO03,106,498,R498,MGLY,0.4693
